text,label
1242 вот поэтому приматы вершина эволюции xd,neutral
156 i had to go to the hospital after seeing that one,negative
after reading comments i agree i felt ripped off so i decided to search for fattest giraffe and there are many copies of that particular photo with a few that have been squished or spread to make it look even fatter yet there was also one sitting in someones hand suspicious i know but i was more amazed to find a very overweight tiger one animal i would not expect to get fat also huge prairie dog and a very fat horse some animals labelled morbidly obese could turn up more,negative
its so sad to see the ones that were truly loved by their elderly owners they never meant to harm their fur babies,negative
i wish they had more footage on deep blue there are only two videos of her that i know about that original one and the one where they saw her off the coast of hawaii just watching her swim around impresses me she is huge,positive
one of the fish in the “goldfish” section isn’t even a goldfish it is a cichlid hybrid called a parrot fish,neutral
i feel my mind calm down and i foget everything and vibe to the songdont let this song die,positive
it’s awesome to see how far your zoo has come it looks amazing but i think your macaws would be a lot happier in a larger enclosure,positive
they will be so happy with you so cool i appreciate you being so awesome to the animals you take such good care of them,positive
hey jacob your animals are absolutely beautiful and precious you do a fantastic job in caring and loving them keep up the amazing work and videos they are truly amazing,positive
you can realy see the evolution of jacob jungle from his first vid to his last,neutral
many of the examples of “leopards” you showed were actually jaguars,neutral
one of my favorite sites to visitlove it and thank you for such an informational site on wildlife,positive
in my imaginations i thought i could out run a wild animalbut damn 60kmhr for a hyena i would be dead in secs,negative
largest known animal on earthblue whale best sea predatororca a cheetah is not a leopard otherwise good vid,positive
the camera people deserve our appreciation ,positive
these animals are cool and interesting over last summer in upstate ny ive been seeing alot of endangered species returning up in lake minawaska i saw a few bald eagles last summer,positive
coming from lion guard this checks out though i did not expect bunga to top the list,neutral
okay thats thumbnail is really cool now that would be something i would absolutely love to see on video,positive
we wish you all the very best for your future life may everything that you do make you happy and rise,positive
you know you’ve reached the top of the metal mountain when you get a whole orchestra to play a breakdown,neutral
dont care what anyone says an orchestra puts so much more oomph and power behind a song like this now its on a completely different level ,positive
the orchestra looks like they are enjoying it and that makes me really happy,positive
whoever arranged the orchestral parts is brilliant instead of the usual treatment of trying to fit the song into an orchestral piece they fit the orchestra to the song this has got to be one of the best if not the best orchestral versions of a hard rockmetal song ive seen,positive
as a trumpet player i have to give a huge shout out to the low brass that brought the bass line and bad ass sound of this song through,neutral
i’m a violinist in an orchestra and i listen to architects this is like the best thing ever happened in my life,positive
this needs to be on spotify asap,positive
now this is some fucking awesome music amazing,positive
this needs to be on spotify now please the people have spoken goosebumps,positive
he could break right through that glass leave it alone i have a gun most floridian thing ive ever heard,negative
i love how the puma and the human are basically yelling the same shit at each other,negative
“well there goes the end of my tarp fishing” calmly tells a big ass crocgator to “get back” ,negative
now when you play with lionsits important to never show fear ,neutral
i have encountered bears while hiking in alaska photographed the  in my pic but the mountain lion clips actually freaked me out the most,negative
that shirtless guy nearly gave me a heart attack when the snake was coming and he was leaving the baby and so slow getting in the house to close the door if it wasn’t for the other guy who did everything faster it was going to end bad,negative
i like how the cyclist immediately surrendered to the moose,positive
703 one of the most scariest encounters ever,negative
“oh my god guys there’s an octopus eating a crab” then watches it like a action movie,negative
the bear chase at 045 is unforgivable a real shame the bear missed,negative
broim watching this at night and at first i thought i was dreaming,neutral
in the animal kingdom the ability to hide disguise yourself blend in to your surroundings and be unseen not only affords you safety from predators but can also make you a deadly hunter in the african savannah zebra graze on grasses they seemingly disappear into in the madagascan jungles chameleons change the color of their skin to suit the trees they climb in the warm tropics mantis blend in amongst the foliage as they hunt their prey the octopus becomes one with the great barrier reef with apparent supernatural ability polar bears and the arctic fox disappear in the blinding snow as they scour the arctic tundra penguins play unseen by predators in antarctica and the snow leopard rules the mountains of southeast asia animal armory takes a closer look at these fantastical superpowers and the animals that wield them watch animal armory episode 4 here freedocumentary nature,neutral
this is absolutely stunning i love the voice over there is always something special about watching nature and animals,positive
love this documentary so much the narrator is amazing also lets not forget the writer andy mitchell thank you for making this available for free,positive
fantastic documentary hope we as humans preserve all of the species and for that matter all animalplant life for generations to come snow leopards are just astonishing,positive
this is 1000 times better than any movie thanks so much love to the production management,positive
i can actually feel whats shown here without actually being there in the wild beautiful creatures and masterfully lensed,positive
i love the goose noises coming from the crow at 1301 and the horse noises for the zebras totally accurate,positive
there is a big mistake in this the dazzle camouflage doesnt work to hide the zebra in the grass its designed to make it difficult to judge distance to a target so when the lion goes to attack the zebra he might pounce too soon and when he is in the chase he will find it difficult when to strike out with his claws the same thing was used against submarines,negative
is this original footage or from somewhere else regardless it looks freakin fantastic the editing is superb,positive
just finished watchingwonderful episode brilliant subject matter relaxing intriguing music exquisite cinematography lee perry has such a commanding presence as narrator yet calm serene animal armory series has quickly become my new favorite thnx so much for this lovely program perfect for rainy day in ny  ,positive
its good and funny to see how animals cares for each other specially the goat and the chickens,positive
that giraffe was pretty amazing body slamming then stomping with such precision i had no idea they could defend themselves like that,positive
the way that raccoon got flung had me dying lmao,negative
the way the old man hit the alligator it’s funny because your just hear a “bonk” “bonk”,neutral
the way he used a frying pan showed me how powerful i would be with it ,positive
437 that actually got my belly broken xd,negative
the favorite for me was when the goat who had nothing to do with the fight seemingly went over to defend the chicken from the hawk,positive
wtf was that bard stun hello,neutral
i have a hugehuge ratphobiaso i know i dont wanna encounter an albino rat the size of a small fully grown dogthe sight alone will most probably kill me,negative
love the videos but surprised you didn’t mention polar bear or shark whale,positive
i love animal videos but this one has some flat out incorrect information elephants for example do not find humans cute spreading that kind of information is what leads people to underestimating an animal and getting themselves hurt wild animals are just that wild they can be socialized but that does not mean tame or domesticated,negative
did he said the blue wale is about 4000 pounds ,neutral
thanks for another great vid so interesting but damn im so glad theres a screen between me and most of these animals,positive
thank you for saying the lion is the king of the savannah lions dont live in jungles,neutral
you showed walruses and stellar sea lions when discussing elephant seals,neutral
i have video footage of a elk ripping the front of my brother in laws pick up truck apart he was pissed of at my brother in law because he made the sound of a male that thing was 200 yards away when he did that and let me tell you i felt like i barely made into the truck in time that was only 15 feet from us ive never seen such power in real life it was insane that was on vancouver island just for your info,negative
i thought there was a type of albatros thats bigger than a condor or did i hear that wrong,neutral
very interesting video but according to wikipedia great white sharks have bite force 4000 lbs you said 1300lbs i believe so which is accurate,positive
i just finished college all these years of schooling have been mostly miserable now i spend a lot of time learning things on youtube for fun and out of curiosity,negative
i often watch this ted talk when needing extra encouragement as a home educator may you rest in peace sir ken robinson thank you for sharing your wisdom,positive
the sad thing is this was posted 7 years ago and nothing has changed in the school system,negative
who is here after learning about his passing  rest in peace dear sir rest in peace youve inspired many including myself and well do our best to continue carrying your torch,positive
teacher grade is just a number also teacher judges your future because of your grades,neutral
gran vídeo pero permítanme hablar de algo importante veo que muchos jóvenes y viejos cometen errores que creo que no deberían ser creo que todos jóvenes o mayores deberían tener un plan de inversión que aumente su rendimiento financiero de tres cifras a seis cifras la inversión puede ser tu plan de jubilación o plan de futuro según lo que quieras pero lo más importante es que tengas una inversión que sea rentable,neutral
you forgot the most important function of school to make children hate learning,negative
my grade 8 science project back in the late 80s was on learning styles my teacher was shocked and surprised when i submitted my project idea all my subjects were my classmates over a span of a couple weeks i tested their comprehension of certain short stories pictures and videos through visual audio and reading when the science fair day came my booth wasnt the most popular with any of the other kids but with all the school teachers and parents they loved it i remember the results of my project was inconclusive because i tested each student individually with each individual method of learning no one method of learning is better than another but combining multiple methods of learning is where results would be seen but i ran out of time to combine methods of learning before the project was due,positive
i worked as a high school teacher for thirty years over the years it gradually dawned on me that the many educational theories which were forced on us were based on absolutely nothing but unproven theory learning style was just one of many nearly every year a new style or theory would be introduced nobody ever rigorously challenged these theories presented as facts demanding evidence and proof ever yet if you did not adapt your teaching to incorporate these unproven styles you would be judged to be a failing teacher so you had no choice at least whilst being observed i became quite cynical in the end because i realised the new methods were invented and then promoted by people just trying to further their career with something for their cv and each method would last a year or two before going out of fashion and being replaced by a new one god forbid anyone would actually just leave the teachers to use their own experience education and intelligence,negative
i had an excellent and very intense mathematical statistics professor for whom varying teaching style was his teaching style i recall one day for an hour long lecture he came in and wrote notes and provided examples and proofs and he never said a single word in another day he switched his handwriting to beautiful perfect cursive he was a bizarre teacher but pushed me to the absolute limit great prof,positive
i’ve been selfstudying alevel maths for the last two years and i think the real method to learning in my own experience is ‘repetition’ similar to how you would work out in a gym the more you do it the better you become at it i think i’ve taught myself more in the last two years than any of my teachers ever did in school,positive
im a pressure learner i only learn school material when theres severe stress and doubts about my future imposed on me,negative
schools definitely needs to teach the various biases and fallacies funny thing about them is that by simply knowing people will commit much less of them this is one of the purest example of knowledge is power and most certainly belongs in a curriculum,positive
great work the school of life its really heart warming that you made an effort to study the current education system and provided with a simple solution like focusing on the life challenging subjects having said that i dont want this to be just anther video i want us all to collaborate and design a real time working ed system test and work on it at small scale first then making it biggerlater because i dont want the future and the current generation to suffer the same fate as we did peace3,positive
as someone who grew up doing common core— it just took time away from learning things that were actually useful in class it frustrated the teachers attempting to teach it and it cost the school a lot of money to get all the printed math books and other common core materials for essentially no benefit to the students i can’t recall a single time common core was spoken of positively by the teachers or the other students,negative
i think we can all agree the schools need to incorporate financial education all throughout high school,neutral
so we found that the problem wasn’t the education system per se but the circumstances that children grew up in and rather than even entertain the possibility that an inequitable socioeconomic foundation was to blame it was easier to say “kids aren’t learning because there’s something wrong with the books teachers and schools” i love how simple it is to explain so many crappy circumstances through the lens of cognitive dissonance now we’ve graduated to blaming lack of homeownership on people being too indebted as opposed to a dearth of housing options in the places where people actually want to live or more accurately a dearth of places with housing where people actually want to live,negative
i dropped out of high school when i was held back in 11th grade and got my ged at 2 weeks before my 19th birthday the ged tests were way easier than end of the year tests in regular school,positive
what most people dont understand is that basic education is 80 culture you cant just write a list of things to learn you need to design an engaging environment for people to receive information and play out tests you also need to include the parents of children to make them understand and play in key of the curriculum,neutral
ive taught the alevels uk and the floridamichigan curriculum at international schools the us has a lot less focus than the uk americans are confused about what raising standards really entails foreign curriculum pushes students to master a smaller set of skills with smaller textbooks and more essay writing whereas the us focuses on a wider range of concepts with superficial multiple choice polling often this leads to foreign students having mastery and being well spoken about foundational concepts while american students win trivia night but cant really explain why the know something,neutral
education is used to separate and maintain the social classes in the states rich only chooses the private to avoid public broken system,neutral
schools need to push to hold back students instead of pushing them to a level out of their league until they give up the students that are showing much slower growth need to be put into an alternative careerlife focused schoolclassesprogram,negative
lets perform it on a positive note the culture and ecology have to be healthy for starters schools have to be safe and secure it has to be supportive of learning curve for the students the student must take extreme ownership of the curricula the subject matters must be based on science learning methods must be evidencebased yes im a seasoned stem teacher by the way,positive
apologies for not watching the whole video as a former student and a parent of students i know the system was broken long before common core i remember in college my english 1 teacher had to give me a grammar guide because i was so deficient on the basicsthough i did well in english all through school i had to take remedial math because my high school didnt prepare me for college coursesthough i graduated with the required credits things have gone down since i was a student and my kids had schools with very high standards but very low expectations that means there were a lot of advanced classes offeredlike calculusbut so many ways to accept failure they had to take history and social studies but only had to pass one the policy of no child left behind was an additional failure as it meant no one failed or was held back even though they wouldnt graduate on time kids were just left in education limbo until they earned enough credits to be ousted too much government involvement means teachers arent allowed to teach we have some phenomenal teachers who are underpaid with far too much nonteaching responsibility heaped on them schools arent just expected to educate students now theyve got to feed them clothe them teach them manners and how to get along look out for abuse deal with all their special needs and accompanying ieps head off bullying deal with allergies and medical conditions worry about gender identity and sexuality discipline fairly deal with helicopter parents check the boxes for college prep and deal with the everpresent worry over school shootings with all were expecting from schools and teachers its a wonder anyone goes into this profession or stays once they see the outlook common core like no child left behind is a great idea on paper that fails in implementation my kids went to school at a time when the policy was to insure teachers were welleducated there was a push to make them go back to college for additional courses and they were tested themselves on what they were teaching their students it meant even more testing for studentsto judge whether their teachers were up to the task at the same time they removed a lot of incentive for teachers to do betterlike tenure they promoted the best teachers out of the classroom they took away teaching assistants due to the costs they increased class sizes and they started charter schoolswhich were experimental programs imagine if all those billions spent on common core were used to pay teachers moreand get out of their way,negative
a very truthful talk thank you ms jayne,positive
i love the passion and professionalism of the teachers i work as an educator,positive
fabulous message love the roads analogy with education,positive
great job jayne,positive
differentiation accommodation and special ed hinge the diversity and inclusion in the world we are living,neutral
really useful video bravo i sub it,positive
succinctly espectacular,neutral
words,positive
very good,positive
wow amazing,positive
support public education,positive
im amazed how the people behind this channel make such attractive fun animation while turning what couldve been hours of lectures and studying into a 510 minute video,positive
while working on my masters in education one faculty member told me that in his opinion our schools were designed to babysit our kids so the parents can work,neutral
i find it utterly interesting and a bit paradoxical to see deweys progressive ideas presented through a short and well made lecture which utilizes state of the art instructional design it really tells us that the art form of lecturing is rather timeless,positive
i am studying john deweys philosophy this video really makes me understand more clear on his principles such attractive fun animation and clear explanation,positive
ive been studying with the traditional academia style from my chidhood and i think this was one of the reasons of my deep unhappiness everytime i had to go to the school and i agree the system can be totally useless when it comes to study died things in only books and not providing experiential oportunities to learn for children its a very serious matter that i hope will dramatically change very soon i adapted to the system and became succesful in the studies but i can tell not in life sharing my experience all the best to you guys,negative
when i went to school in the sixties there was one program one track and it all revolved around completing workbooks memorizing facts and spewing them back in exams and in addition being judged on academic performance if memorizing and spewing dates and other facts counts as performance we were given a grade for citizenship a good grade in citizenship meant you didnt give the teachers any trouble you had learned to go along to get along a bad grade meant you were trouble and got a lot of negative attention from the vice principal i spent most of school particularly middle school in terror of making someone mad or being different it was a hateful experience,neutral
thanks well done sprouts and the visuals are just amazing deweys theory is certainly viable if there is proper funding for education it it is therefore easier to implement in a private school setting as compared to a public school one a critic would be how possible is it to find enough time within the term to implement the learning by doing eg planting and watching plants grow while at the same time covering the required syllabus for the discussions it is important that some teacher instructions and prior reading and research happens before for the discussiondebate to be meaningful enough to sprout out new perspectives and ideas for the interdisciplinary aspect to work very strong school leadership is essential as well as a strong teamwork culture among staff as it would require a lot of sharing consultations planning and constant reviews,positive
my school was too crowded for everyone to flourish i have not seen any change in the last 50 years since i graduated ranked choice voting is much needed now i reeducated my self after i turned 35 it took me 17 years to realize how little they thought me,negative
thank you for this shirt video it really helps me trying to get through deweys texts i am writing my pedagogy vision which is influenced by dewey,positive
dont be lazy in learningthese words in my mind forever,positive
never stop learning coz life never stops teaching,positive
 these are some most important and precious advices every one should read  1 take risks in your life if you win you can lead if you lose you can guide 2 people are not what they say but what they do so judge them not from their words but from their actions 3 when someone hurts you dont feel bad because its a law of nature that the tree that bears the sweetest fruits gets maximum number of stones 4 take whatever you can from your life because when life starts taking from you it takes even your last breath 5 in this world people will always throw stones on the path of your success it depends on what you make from them a wall or a bridge 6 challenges make life interesting overcoming them make life meaningful 7 there is no joy in victory without running the risk of defeat 8 a path without obstacles leads nowhere 9 past is a nice place to visit but certainly not a good place to stay 10 you cant have a better tomorrow if you are thinking about yesterday all the time 11 if what you did yesterday still looks big to you then you havent done much today 12 if you dont build your dreams someone else will hire you to build theirs 13 if you dont climb the mountain you cant view the plain 14 dont leave it idle use your brain 15 you are not paid for having brain you are only rewarded for using it intelligently 16 it is not what you dont have that limits you it is what you have but dont know how to use 17 what you fail to learn might teach you a lesson 18 the difference between a corrupt person and an honest person is the corrupt person has a price while the honest person has a value 19 if you succeed in cheating someone dont think that the person is a fool realize that the person trusted you much more than you deserved i 20 honesty is an expensive gift dont expect it from cheap people i hope you have learnt something you can recieve more from my this channel,positive
this video speaks to me in so many ways being afraid to make mistakes and always overthinking over things i either have no control over worldly affairs or things that has already been done,neutral
as he said learning is the key i really wanna put it on my life,positive
education is a lifetime process we learned by experiences failures setbacksour life here on earth is like a river it doesnt stop it shouldnt be stagnant we gain new strength in every stones we hit every current we sail on each of us has its own definition of true success if we think u reach there then reach reach out for others true success is achieving what our soul mind body needs and thats eternal happiness  ,positive
its better late than never i have to motivate my life in learning thanks a lot ,positive
during this video my mind grasping one thing dont be lazy in learning,neutral
after watching this video i got motivated that i need to spend a lot of time especially studying in english this inspirational messages is have a big impact to me to motivate and to explore and learn english by watching youtube english lesson because honestly speaking i want to speak fluently in english and thank for this motivational messages ,positive
i want the transcript of this video to read everyday in the morning it it possible to download it anywhere online ,positive
this thing is also evident in india students preparing for neetjee and for many other competitive exams who pay lakhs of fees in coaching institutes get a remarkable edge over the students who cant afford to go to these coachings most of the teachers teaching at these institutes are iitians doctors etc these coachings provide great facilities to their students so the results are obvious there are very few government colleges of class 11 and 12 in india who actually prepare their students for these competitive exams also what i have noticed is that its not just the school that you go to matters but also the kind of peer group which you have also the support and thinking of your parents and the overall society and environment in which live matters when it comes to education,positive
an education that prepares learners for life after school i would really love to see this in my country we are trained to seek jobs so may graduates are frustrated by the education system most of them end up studying by staying in school all their lives as a defense mechanism our education needs to teach the mind heart and hands for us to be a bit more successful,neutral
this is soo true but the real situation is even more dull for the sake of the work schools are providing the online classes to the students without considering whether they have or havent necessary access to the resources this malice is pervading in rural regions more abruptly,negative
agreeing with you i got into public school in kerala and afterward for college i got a 100 scholarship thanks to that i have no education loan we should focus on the education and financial equality of the society so that people have upward mobility and people others as well ,positive
im from india and here students can get admission to all the big universities only through an entrance exam due to covid the exams were postponed in april which is the usual time they happen now when the country has hit peak infection the central government has decided to hold all the exams at least 30 million students attempt these exams each year despite the clamour from the students and opposition the government is proceeding with it students have a long list of various concerns that are brushed aside 1 due to the rains many regions are flooded families displaced and property destroyed 2 transportation is nearly impossible some states have still not lifted the lockdown so trains buses and taxis are either unavailable or charge exorbitant rates 3 the exam centres are few and far between particularly in the rural areas without means of transportation students are unable to reach the exam centres even if they do manage to arrange for transport as hotels and restaurants are closed or open only for takeout they cannot find safe accomodation 4 many of the students have applied to multiple universities offering same or similar programs they all have entrance exams in september if a student tests positive due to any of these exams either he cannot take the exam or he infects hundreds of others when he attempts the paper despite the illness and like always the poor and disadvantaged in the country are suffering the most in this situation the government has offered no explanation or assurances for safety this is a no win situation for both students and their families the government has no solution that affects millions of students education and career other than to postpone the exam or hold the exam this is the state of education in india right now due to an incompetent government,neutral
great piece tom this issue needs more attention in the media,positive
we also need to teach students how to learn einstein himself said i do t teach my students i give my students an optimal environment for learning and they learn by themselves paraphrased sure yes quality teaching is ver fundamental but without teaching them how to learn they would be dependent on other people rather than independent,neutral
this issue needs more attention from everyone very nice work done by the cnbc team to highlight this issue in your report,positive
a voice from cambodia  i came from a state owned school and finished my high school examination with a grade then i enrolled in a state owned university and completed my bachelor degree last month recently i joined a management trainee program to compete with other fresh graduate students in order to earn the top 5 spots to be qualified one of them was a girl that graduated from foreign countries she spent 3 years in singapore and one year in australia and i can see clearly see the difference between us in term of languages skills and knowledge it’s hard to stay being optimist because in reality students from rural areas in my countries don’t even know how to properly use a computer while those in urban areas ace this skill and other multiple skills since they were young to my knowledge one of the possible ways right now is to enrich the english language to the disadvantaged students and also creating high quality educating contents in our own language namely “khmer” ideally i hope those students will obtain the proficiency in english language then study the contents that suit their interests through educational media that vastly available at hand now,neutral
in my opinion the most important thing which determines the educational performance of the child is whether hisher parents value education or not everything else is secondary,neutral
this is arguably one of psyquis best beat drops,positive
me listens to this while trying to write an essay and feels like i’m getting a lot done also me just shakes to the rhythm like crazy and gets nothing done,neutral
psyqui特有の一瞬静かになる音作り好き。,neutral
so happy psyquis getting the recognition he deserves,positive
love how psyqui started out with the amen break and turned into something from a rhythm game amazing track 3,positive
if school felt like this no one would ever leave,neutral
高音と低音の走り抜ける爽快感がたまんない！！,neutral
we need more of this in schools,neutral
how does kitsune wear glasses without human ears to hold the frames,neutral
hell ya turn up that education psyqui is legit my faves artist now ♡,positive
just so were clear army drill sergeants arent allowed to do a lot of this stuff in most countries sleep deprivation and injuries kills actual learning regardless how determined everyone is,negative
i used to work for those online tutoring companies they wanted native english speakers and promised you 16 but would dock your pay for things like yawning on screen the pace was insane i was fired for not smiling enough the burnout rate was very very high especially because you had to get up at about 4 am to do it if you lived in america the kids would be really young the youngest i tutored was 3 too young to understand anything at all and be in pajamas and finishing up their dinner so like the last thing they wanted to do was stare at a computer and learn english especially because the age range seemed to be 57yearolds sometimes they would pick up the laptop they were on and just run around the room with it and the parents would give us bad marks for not keeping their child engaged enough it was a really horrible job for both companies i worked for,negative
in kenya i experienced the same the kcse is the one exam that can make or break your life i slept for 5 hours a day lessons from 5 am to 8 pm it was stressful the pressure from parents and society is sometimes too much i am glad it is all gone,negative
my god this actually gives me an understanding of why there are so many international students from china who board at my school especially students in my year year 12 to get an education which is actually constructive and without the burden of social status being dictated by marks etc ill have to replay this video when ever i start to complain about my education being hard because it is nothing compared to this,neutral
im 17 this year and am studying in an international high school in shenzhen china i was in public school until high school im grateful my parents provided me the opportunity to leave that stressful system but i heard from my former classmates who are in the system that in recent years the pressure on that system has been declining but i cant be assured because im no longer in that system recalling my dark days in that system ive always hated it because there was a lot of transcribing homework and memorizing poems and passages when you fail to remember them teachers will punish you by transcribing the poems and passages several times i understand the reason why our government has such a system because we have such a vast population and i do think its relatively fair even though its fairness is declining especially when this double reduction policy came down,negative
ive been an edtech consultant in beijing for 7 years ive also traveled to multiple provinces and smaller tier cities to evaluate and help schools there are multiple compounding factors as to why education is so subpar yet expensive the first and foremost factor i would note is the lack of public discourse this permeates through every part of society especially education if you are discouraged or not allowed to question things and people around you you end up missing a fundamental piece of being a good learner inquiry and reflection in education this comes in the strict form of rote knowledge even in history class theres no critical thinking or reflection involved it just becomes a bunch of facts to remember the second factor of note is barriers of information the public does not have easy access to a lot of internationally recognized academic content and even if they did get access they wouldnt be able to recognize it on top of that there are many misconceptions about education which are exaggerated by big businesses such as vipkids who outright lie to parents about standards and expectations this causes market distortion and other smaller business simply pick a recognizable brand name eg wonders and say thats their curriculum without any plan how to implement it the third factor is incompetence born from lack of actionable knowledge as stated in the first point most of the populations education revolves around rote knowledge and discourages reflection if youve been taught not to question things your whole life how can you be expected to teach others with inquiry based experiences and methodologies how can you be expected to recognize or create effective content to support those learning experiences the result usually ends up being copy pasting something they found online that looks good or fishing consultants like me for free content the fourth factor is lack of foreign talent there are not enough qualified teachers to meet demand the general population would not be able to recognize one either many companies hire russians call them american and slap a 200 markup on the course its up to the unqualified teacher to come up with the content instruction and meet the unrealistic expectations the decision makers sales people set for the parents the final factor is who the decision makers are who decides what national curriculum is starting in 2020 private schools have been forced to throw out foreign curriculum and adopt the national curriculum this topdown decision making only exasperates the situation it also permeates throughout the society ive been the unfortunate soul who has to coordinate curriculum development projects with the decision makers of these schools most of these decision makers are unqualified theyre sales people at best i should also mention that many parents have no clue about education yet influence the schools with their misconceptionsbut this is not the parents fault rather its the schools fault for not being professional enough to know how to manage expectations and implement a program as for price its simply about demand vs supply lack of foreign talent as mentioned before combined with a desperate middle class and higher trying to get their children in schools abroad at any cost they will pay upwards of 200k rmb just to make it happen for their little middle schooler unfortunately i exited the market partially because the clients i had to deal with were frustratingly incompetent and unwilling to address problemsmostly because the government outright banned foreign curriculum,negative
my sons were in chinese public schools until 8th and 9th grade respectively i am french and their mom and chinese so we thought it was important they at least attended a few years of school in the local system until the 6th grade the system does work and teaches them importance of hard work now as bicultural kids they were actually considered foreigners which in a way lessened academic pressure but also caused resentment especially for my older son from 6th grade onwards the pressure becomes pointless and is made worse because teachers and schools are incentivized on class results the worst of them will not hesitate to try and persuade weaker students to leave bullying by teachers can also occur my youngest son went all the way to the zhongkao and got accepted into a top local high school but then asked if he could go to an international school he went to a very selective one but probably has only half the workload of his former classmates this 2021 reform only focused on alleviating some financial burden what it didnt do is address some fundamental issues with the system teachers are not incentivized to help weaker students instead they push them out everything is based on 2 tests one in grade 9 and one in grade 12 these tests are extremely hard but also very narrow and focus on rote learning but do not do enough to help kids develop analytical skills even if that has improved a bit system should be reformed to take equivalent of gpa into account this would ease a lot of the pressure the last 5 years of high school are spent on passing 2 exams rather than help students grow there is a little that is learnt in those 5 years to help them transition to higher education yes most of them will have strong language and math skills but a lot of it is mechanical some families were using tutors to develop the analytical side of things so at least the ministry should also have reformed part of the curriculum,neutral
education has become competitive for parents to make their children worthy in this world to competent other for their future its not only happening in china in other fast growing cities its better to divide studies according to grade rather pressure the kid at early agenowadays parents are feeding kids with vitamins and many nutrients to improve their brain function but they didnt think the world most top renowned scientists never had this facilities,neutral
the problem i have with those overly stressful education systems is that i wonder if they actually work and if the students learn effectively through them what i learned through selfdefense practice and military documentaries is that stress and anxiety seem to decrease your ability to focus and are not an effective way to learn in selfdefense instructors increase stress by making you do cardiobased exercises to make your body artificially feel stress accelerated heartbeat difficulty to breath difficulty to focus only to test your ability to reproduce the technique properly when your focus is the least optimal but they dont do it for learning purposes the military seems to do it too in their own way i would also point out that every doctor in the world with common sense would tell you that there is a considerable difference between the way we think we perform under fatigue and the way we actually perform under fatigue its funny how the little girl in the video who had an allegedly stressfree education in kindergarten was able to catch up with her classmates in a few months i wonder how the students who went through this type of education system would perform against students from other countries here in france we dont have that type of education system nor in the united kingdom i studied for 2 years at a british university,negative
i never really agreed with this kind of education system i live in malaysia my earliest childhood memories were ever only filled with tuitions left and right no play until you finish your homework if you fail to memorise spellings you will be punished back then i never really thought much of it but now that i’m in college being exposed to a more western type of education system made me question this kind of practice it never helpd me improve my academic i was always dead last in class all it ever did to me was lowering my self confidence and give me anxiety im never going back to those times,negative
i am a teacherand i approve this message,positive
with college diplomas decreasing in value and severe student debt increasing in presence this song is becoming truer every year,neutral
when i was a kid back in 76 my teachers took away my cassette recorder they never gave it back the song i played was this one,negative
one of my most favorite and nostalgic songs of all time,positive
i was the dj at my school dance and i played this song,neutral
mój ulubiony utwór ,positive
my teacher hates this song,negative
this should play at graduations,neutral
2020 thank you god for this beautiful year now i can chill listening to this song in peace with no school pressure feels ,positive
someone should sing this to the government,neutral
awesome your potential seems limitless putting aside funds for investment remains the smart way to prepare for the unexpected been in the experience since 2016 investing in growth projects and have accrued over 2m dollars in 6yrs,positive
